CGG_NM,STDG_NM,MNO,SNO,BLDG_NM,JIBUN_ADDR,LAT,LON,GEOCODE_METHOD
영등포구,문래동4가,43,0,문래동삼환,서울특별시 영등포구 문래동4가 43,37.5137696079608,126.88949840102,address
양천구,목동,724,2,동구햇살아파트,서울특별시 양천구 목동 724-2,37.5386334817917,126.865060023098,address
구로구,구로동,1058,0,우성(1058),서울특별시 구로구 구로동 1058,37.4947997169082,126.872465152579,address
강동구,천호동,416,12,엘림스퀘어II,서울특별시 강동구 천호동 416-12,37.5403218617716,127.126308511284,address
강남구,일원동,615,0,우성7,서울특별시 강남구 일원동 615,37.492293011204,127.078327089075,address
강남구,역삼동,826,37,쌍용플레티넘밸류,서울특별시 강남구 역삼동 826-37,37.495399931601,127.030405784953,address
구로구,구로동,1277,0,우리유앤미,서울특별시 구로구 구로동 1277,37.4965291746327,126.881618535814,address
동작구,대방동,503,0,주공2,서울특별시 동작구 대방동 503,37.5098898331137,126.93014754525,address
노원구,상계동,1302,0,대창센시티,서울특별시 노원구 상계동 1302,37.6714106154141,127.051406823345,address
노원구,공릉동,760,0,화랑대디오베이션,서울특별시 노원구 공릉동 760,37.6204210068712,127.082220010972,address
동작구,사당동,1133,0,삼성래미안,서울특별시 동작구 사당동 1133,37.4890992307068,126.970474216959,address
강서구,가양동,1460,0,한강타운,서울특별시 강서구 가양동 1460,37.5713848523162,126.844987319453,address
양천구,목동,758,1,강산빌라트,서울특별시 양천구 목동 758-1,37.5370216138867,126.871458925601,address
강서구,방화동,567,4,삼정코아,서울특별시 강서구 방화동 567-4,37.5719750729246,126.811924288494,address
광진구,구의동,657,0,성동강변파크빌101(강변타워),서울특별시 광진구 구의동 657,37.5378385435946,127.092780543253,address
영등포구,당산동,376,0,강변래미안,서울특별시 영등포구 당산동 376,37.5298247572871,126.908236508058,address
서초구,양재동,11,11,강남월드메르디앙프레스티지,서울특별시 서초구 양재동 11-11,37.4842453548343,127.036201882027,address
구로구,구로동,468,0,초롱타운,서울특별시 구로구 구로동 468,37.4958459517024,126.880822037805,address
광진구,광장동,577,0,현대파크빌,서울특별시 광진구 광장동 577,37.5441456421547,127.101527301469,address
서초구,우면동,717,0,서초네이처힐3단지,서울특별시 서초구 우면동 717,37.4640943932684,127.02811781108,address
강서구,가양동,1474,0,대림경동아파트,서울특별시 강서구 가양동 1474,37.5663473856091,126.854030753209,address
도봉구,방학동,730,0,극동아파트,서울특별시 도봉구 방학동 730,37.6645080610932,127.026854480279,address
송파구,방이동,212,8,코오롱아파트,서울특별시 송파구 방이동 212-8,37.5086093984081,127.122363991153,address
중구,입정동,277,0,힐스테이트세운센트럴1단지,서울특별시 중구 입정동 277,37.5679940708271,126.99307715654,address
중랑구,망우동,620,0,중랑숲시티프라디움,서울특별시 중랑구 망우동 620,37.6076575655921,127.108377338226,address
양천구,목동,962,1,트라팰리스이스턴에비뉴,서울특별시 양천구 목동 962-1,37.5258545874437,126.8712719683,address
성북구,하월곡동,90,1213,창방트윈(A동),서울특별시 성북구 하월곡동 90-1213,37.6041064987814,127.033969919782,address
은평구,응암동,762,0,녹번역센트레빌,서울특별시 은평구 응암동 762,37.5986184438228,126.926703301824,address
노원구,중계동,363,0,대림벽산(363),서울특별시 노원구 중계동 363,37.6472759968008,127.07791494805,address
강남구,수서동,736,0,신동아,서울특별시 강남구 수서동 736,37.4870725721397,127.098442914101,address
성동구,금호동3가,917,0,금호1차푸르지오,서울특별시 성동구 금호동3가 917,37.550574559989,127.020725332593,address
송파구,오금동,617,0,송파레미니스2단지,서울특별시 송파구 오금동 617,37.5064718623646,127.138051786924,address
영등포구,여의도동,11,1,순복음(초원),서울특별시 영등포구 여의도동 11-1,37.5308364747249,126.923936866556,address
구로구,궁동,198,39,수정,서울특별시 구로구 궁동 198-39,37.4934643086133,126.836980761076,address
성동구,금호동1가,1500,0,금호삼성래미안,서울특별시 성동구 금호동1가 1500,37.549177317639,127.027637334732,address
동대문구,장안동,364,7,스마트트라움,서울특별시 동대문구 장안동 364-7,37.5680308910996,127.069735679385,address
은평구,역촌동,2,38,SM벨리체,서울특별시 은평구 역촌동 2-38,37.6092886792553,126.919763446175,address
영등포구,양평동3가,24,0,삼천리,서울특별시 영등포구 양평동3가 24,37.5261331311123,126.885582081027,address
강남구,개포동,187,0,개포주공5단지,서울특별시 강남구 개포동 187,37.4876228868467,127.068503584968,address
성동구,금호동4가,1555,0,서울숲르씨엘,서울특별시 성동구 금호동4가 1555,37.5473715477827,127.022956096727,address
서초구,잠원동,160,0,신반포자이,서울특별시 서초구 잠원동 160,37.5101374243916,127.008362411803,address
서초구,잠원동,50,0,롯데캐슬갤럭시,서울특별시 서초구 잠원동 50,37.5201839405441,127.016436120872,address
은평구,갈현동,543,0,메카,서울특별시 은평구 갈현동 543,37.6224065007832,126.911655075201,address
서초구,잠원동,161,0,래미안신반포리오센트,서울특별시 서초구 잠원동 161,37.5186915147491,127.013638163526,address
강서구,마곡동,1513,0,마곡경남아너스빌,서울특별시 강서구 마곡동 1513,37.5702456973437,126.820484526272,address
동작구,대방동,502,0,대방동현대,서울특별시 동작구 대방동 502,37.5126764953218,126.930821677746,address
동대문구,답십리동,80,0,답십리청솔우성,서울특별시 동대문구 답십리동 80,37.5744481574591,127.059673242852,address
광진구,구의동,589,10,아크로리버,서울특별시 광진구 구의동 589-10,37.5360517267301,127.092835806633,address
성동구,금호동4가,800,0,대우,서울특별시 성동구 금호동4가 800,37.5459699809305,127.01982172766,address
구로구,고척동,328,0,양우,서울특별시 구로구 고척동 328,37.5048493581575,126.856599231769,address
강남구,역삼동,905,0,역삼센트럴아파트,서울특별시 강남구 역삼동 905,37.5053487421007,127.034067059199,address
강북구,미아동,1355,0,미아한일유앤아이,서울특별시 강북구 미아동 1355,37.614985442801,127.036554784672,address
강서구,등촌동,676,0,태진아름,서울특별시 강서구 등촌동 676,37.549652571474,126.860380385492,address
중구,황학동,1572,0,동광팰리스,서울특별시 중구 황학동 1572,37.5695479497411,127.022600451787,address
은평구,갈현동,467,1,연신내 양우내안애 퍼스티지,서울특별시 은평구 갈현동 467-1,37.6132682380202,126.916235171106,address
관악구,신림동,1717,0,두영,서울특별시 관악구 신림동 1717,37.4747991262124,126.913909037697,address
송파구,거여동,27,5,쌍용스윗닷홈2차,서울특별시 송파구 거여동 27-5,37.4926161372875,127.145535704066,address
성동구,옥수동,220,1,한남하이츠,서울특별시 성동구 옥수동 220-1,37.5395152029892,127.014331600201,address
마포구,합정동,200,1,펠리스아트빌,서울특별시 마포구 합정동 200-1,37.5453988851176,126.914576229393,address
강남구,삼성동,16,2,삼성동힐스테이트 1단지,서울특별시 강남구 삼성동 16-2,37.5163123563071,127.048472953744,address
중구,신당동,432,921,푸른마을(432-921),서울특별시 중구 신당동 432-921,37.5508823051453,127.005808607853,address
강동구,명일동,326,9,중앙,서울특별시 강동구 명일동 326-9,37.5499011629322,127.145217100097,address
강동구,암사동,493,14,중앙하이츠,서울특별시 강동구 암사동 493-14,37.5512117457787,127.132023707024,address
서초구,서초동,1315,0,진흥아파트,서울특별시 서초구 서초동 1315,37.4973456019219,127.022614070225,address
영등포구,여의도동,54,0,진주,서울특별시 영등포구 여의도동 54,37.5187352227847,126.932726645667,address
서초구,반포동,1341,0,반포래미안아이파크,서울특별시 서초구 반포동 1341,37.5015252581119,127.013261384902,address
관악구,봉천동,1698,1,보라매삼성,서울특별시 관악구 봉천동 1698-1,37.4941052853678,126.928177342998,address
영등포구,영등포동3가,19,2,포레스트힐시티,서울특별시 영등포구 영등포동3가 19-2,37.5178719966679,126.90711500402,address
노원구,중계동,435,1,중계현대2,서울특별시 노원구 중계동 435-1,37.6558922765504,127.073994045028,address
영등포구,대림동,777,1,신동아,서울특별시 영등포구 대림동 777-1,37.497061865812,126.894672808254,address
서대문구,남가좌동,379,0,래미안남가좌2차,서울특별시 서대문구 남가좌동 379,37.5719886027308,126.912658059687,address
관악구,봉천동,856,1,대우디오슈페리움2단지,서울특별시 관악구 봉천동 856-1,37.4802678000181,126.953141656992,address
강남구,도곡동,467,7,아카데미스위트1,서울특별시 강남구 도곡동 467-7,37.4886726430993,127.052102242886,address
영등포구,신길동,4934,0,삼성래미안,서울특별시 영등포구 신길동 4934,37.5053661207157,126.915348177676,address
양천구,신정동,894,20,삼성,서울특별시 양천구 신정동 894-20,37.5287723915896,126.862017089878,address
마포구,신공덕동,172,0,펜트라우스,서울특별시 마포구 신공덕동 172,37.5433912735909,126.954104279714,address
영등포구,당산동5가,41,0,반도유보라,서울특별시 영등포구 당산동5가 41,37.5337074764094,126.900065499014,address
양천구,신정동,336,0,청구,서울특별시 양천구 신정동 336,37.5190486574855,126.875616204659,address
강북구,미아동,791,364,북서울자이 폴라리스,서울특별시 강북구 미아동 791-364,37.6274487641026,127.018605961149,address
강동구,천호동,566,0,천호태영아파트,서울특별시 강동구 천호동 566,37.5381553837245,127.129984515198,address
노원구,월계동,380,1,삼능스페이스향,서울특별시 노원구 월계동 380-1,37.6240096803094,127.060557433537,address
강남구,삼성동,117,0,쌍용플래티넘,서울특별시 강남구 삼성동 117,37.512317772077,127.051829796699,address
양천구,신정동,338,0,목동우성3,서울특별시 양천구 신정동 338,37.5083581328631,126.865636280342,address
마포구,상암동,1630,0,DMC상암센트럴파크1단지,서울특별시 마포구 상암동 1630,37.5742846533291,126.896137421556,address
노원구,중계동,505,0,상아,서울특별시 노원구 중계동 505,37.6387855630708,127.062487927133,address
관악구,봉천동,1725,0,인헌,서울특별시 관악구 봉천동 1725,37.4679957208875,126.962597316855,address
송파구,방이동,126,12,서림올림피아드,서울특별시 송파구 방이동 126-12,37.5095599489242,127.118394235953,address
구로구,오류동,344,0,경남아너스빌,서울특별시 구로구 오류동 344,37.4904779821208,126.839790384212,address
영등포구,신길동,364,0,건영,서울특별시 영등포구 신길동 364,37.5057437220201,126.901288621319,address
강남구,세곡동,579,0,강남엘에이치1단지,서울특별시 강남구 세곡동 579,37.4667907761882,127.10286961908,address
구로구,구로동,745,15,(745-15),서울특별시 구로구 구로동 745-15,37.4875682469922,126.886240652674,address
서대문구,북가좌동,467,0,DMC서부인터빌,서울특별시 서대문구 북가좌동 467,37.5832545070894,126.91309991219,address
서초구,서초동,1327,29,서초파라곤,서울특별시 서초구 서초동 1327-29,37.4949428604471,127.027421365889,address
송파구,풍납동,260,0,현대리버빌1지구,서울특별시 송파구 풍납동 260,37.5307503555818,127.115299852169,address
서초구,방배동,847,25,렉스빌,서울특별시 서초구 방배동 847-25,37.4914425211559,126.996723149783,address
서초구,방배동,444,3,SK리더스뷰(파스텔시티),서울특별시 서초구 방배동 444-3,37.4776670632433,126.982230881975,address
중랑구,상봉동,1,0,건영1,서울특별시 중랑구 상봉동 1,37.6039982711767,127.093545075406,address
송파구,장지동,847,0,송파파인타운6단지,서울특별시 송파구 장지동 847,37.4803033522667,127.131934803154,address
서대문구,연희동,703,25,선명(102동),서울특별시 서대문구 연희동 703-25,37.5740304448768,126.927877760379,address
중랑구,신내동,437,0,벽산,서울특별시 중랑구 신내동 437,37.6031247734606,127.100119242128,address
강동구,천호동,52,6,천호2차이룸아파트,서울특별시 강동구 천호동 52-6,37.5422896722469,127.139949756131,address
동대문구,답십리동,111,0,답십리대우,서울특별시 동대문구 답십리동 111,37.5734698133483,127.053366848512,address
영등포구,양평동6가,100,0,동양,서울특별시 영등포구 양평동6가 100,37.5420953681164,126.889774229935,address
강동구,성내동,446,17,올림픽파크힐,서울특별시 강동구 성내동 446-17,37.5253806068224,127.129765165272,address
동작구,대방동,508,0,대방1차e-편한세상,서울특별시 동작구 대방동 508,37.5121392075598,126.928967882525,address
구로구,신도림동,290,0,미성,서울특별시 구로구 신도림동 290,37.5073342560063,126.876471231181,address
금천구,시흥동,5,13,삼익,서울특별시 금천구 시흥동 5-13,37.4633791506332,126.909413529837,address
성동구,마장동,834,0,삼성홈타운,서울특별시 성동구 마장동 834,37.5633989437118,127.039077253893,address
종로구,숭인동,243,0,블루빌,서울특별시 종로구 숭인동 243,37.5726057113026,127.017508991317,address
도봉구,방학동,713,0,브라운스톤방학아파트,서울특별시 도봉구 방학동 713,37.6640160368683,127.044915277439,address
서초구,방배동,808,10,벨루체팰리스,서울특별시 서초구 방배동 808-10,37.4921177601325,126.993098187299,address
서초구,서초동,1582,3,서초센트럴IPARK,서울특별시 서초구 서초동 1582-3,37.4869821941409,127.011546029452,address
중구,묵정동,35,0,힐스테이트남산,서울특별시 중구 묵정동 35,37.5615322366192,126.999280611633,address
송파구,문정동,656,0,힐스테이트e편한세상문정,서울특별시 송파구 문정동 656,37.489102960783,127.134170016302,address
구로구,구로동,1287,0,구로지웰,서울특별시 구로구 구로동 1287,37.49063697288,126.886506136169,address
은평구,녹번동,278,1,녹번2현대,서울특별시 은평구 녹번동 278-1,37.6051095696147,126.924606931558,address
노원구,중계동,580,0,성원1,서울특별시 노원구 중계동 580,37.6501612888782,127.070038697796,address
강남구,개포동,185,0,개포주공7단지,서울특별시 강남구 개포동 185,37.4890750603132,127.071512090879,address
서대문구,북아현동,1,122,그린빌,서울특별시 서대문구 북아현동 1-122,37.5635311992529,126.954831821484,address
노원구,중계동,34,5,현대(6차),서울특별시 노원구 중계동 34-5,37.6454844238448,127.082504956168,address
은평구,역촌동,62,16,무궁화,서울특별시 은평구 역촌동 62-16,37.6048703558046,126.914805544387,address
성북구,안암동3가,138,0,해링턴플레이스안암,서울특별시 성북구 안암동3가 138,37.5850142245726,127.023587407071,address
용산구,효창동,5,17,세인트힐,서울특별시 용산구 효창동 5-17,37.5424159761729,126.963793206282,address
강동구,명일동,56,0,현대(고덕),서울특별시 강동구 명일동 56,37.5505038708259,127.153526109123,address
용산구,이촌동,300,10,점보,서울특별시 용산구 이촌동 300-10,37.5180494083878,126.978703263669,address
동작구,노량진동,57,1,메가스터디타워,서울특별시 동작구 노량진동 57-1,37.5128170490556,126.941666546213,address
서대문구,홍은동,186,1,홍은미성,서울특별시 서대문구 홍은동 186-1,37.5937393243817,126.935370168852,address
강서구,마곡동,1454,0,마곡태승훼미리아파트,서울특별시 강서구 마곡동 1454,37.5712848693104,126.819988379217,address
영등포구,대림동,993,8,무림,서울특별시 영등포구 대림동 993-8,37.4873616439473,126.903668524756,address
구로구,구로동,1280,0,한신휴플러스(1280-0),서울특별시 구로구 구로동 1280,37.4885093277413,126.890801238217,address
광진구,구의동,235,30,도성,서울특별시 광진구 구의동 235-30,37.5441283961535,127.086030875048,address
강동구,길동,475,0,장인이즈빌,서울특별시 강동구 길동 475,37.5400905907908,127.143340713176,address
송파구,석촌동,285,0,잠실한솔,서울특별시 송파구 석촌동 285,37.5036153078471,127.104643124891,address
동대문구,전농동,695,0,동대문롯데캐슬노블레스,서울특별시 동대문구 전농동 695,37.5765053861743,127.049358607062,address
영등포구,도림동,165,1,동아에코빌,서울특별시 영등포구 도림동 165-1,37.5091514028001,126.8987236998,address
성동구,성수동1가,708,0,동아그린,서울특별시 성동구 성수동1가 708,37.5509020576675,127.048016199008,address
동작구,대방동,505,0,우정,서울특별시 동작구 대방동 505,37.5142145692016,126.92970283408,address
영등포구,당산동6가,331,1,디마크당산,서울특별시 영등포구 당산동6가 331-1,37.5345186815778,126.901284762739,address
강동구,둔촌동,30,4,더샵둔촌포레,서울특별시 강동구 둔촌동 30-4,37.5318329772539,127.14660250397,address
구로구,구로동,1262,0,월드,서울특별시 구로구 구로동 1262,37.5055505446716,126.87587667391,address
강동구,성내동,410,16,한솔애리즈1,서울특별시 강동구 성내동 410-16,37.5301778846462,127.13333621285,address
마포구,용강동,502,0,래미안마포리버웰,서울특별시 마포구 용강동 502,37.5423430675085,126.941868951536,address
송파구,풍납동,510,0,신성노바빌아파트,서울특별시 송파구 풍납동 510,37.5385648838461,127.116704167079,address
마포구,망원동,493,0,함성백합,서울특별시 마포구 망원동 493,37.5577035344651,126.900632279154,address
동대문구,회기동,65,81,동일스카이씨티,서울특별시 동대문구 회기동 65-81,37.589506350743,127.053910340334,address
중랑구,면목동,581,0,대원칸타빌,서울특별시 중랑구 면목동 581,37.5780867825962,127.090125931705,address
강남구,역삼동,711,3,역삼자이,서울특별시 강남구 역삼동 711-3,37.5000702831355,127.044637645118,address
은평구,불광동,311,13,극동메트로타워,서울특별시 은평구 불광동 311-13,37.6196345309336,126.921478232582,address
서초구,서초동,1642,4,현대빌리지,서울특별시 서초구 서초동 1642-4,37.4915853935868,127.017145289993,address
노원구,상계동,1284,0,대동황토방,서울특별시 노원구 상계동 1284,37.6573544624281,127.07124208291,address
강서구,화곡동,1157,0,길성그랑프리텔,서울특별시 강서구 화곡동 1157,37.5523011467784,126.845068499251,address
노원구,상계동,695,0,대림,서울특별시 노원구 상계동 695,37.6597800027548,127.057527432109,address
구로구,오류동,348,0,우림필유,서울특별시 구로구 오류동 348,37.4939431824111,126.846593474512,address
영등포구,신길동,4518,0,우성2,서울특별시 영등포구 신길동 4518,37.4982165063335,126.912565038201,address
동작구,신대방동,565,21,우성2차,서울특별시 동작구 신대방동 565-21,37.4929218294824,126.910397720888,address
은평구,갈현동,540,0,우남,서울특별시 은평구 갈현동 540,37.6179461839486,126.906764684032,address
은평구,응암동,694,1,우성,서울특별시 은평구 응암동 694-1,37.5839493556075,126.918145501814,address
성동구,마장동,817,0,왕십리삼성아파트,서울특별시 성동구 마장동 817,37.5661616765005,127.040127058738,address
노원구,월계동,950,0,녹천역두산위브아파트,서울특별시 노원구 월계동 950,37.6406037217621,127.052769690439,address
서대문구,북가좌동,458,0,DMC아이파크,서울특별시 서대문구 북가좌동 458,37.5763590042633,126.914680682658,address
은평구,불광동,645,0,불광롯데캐슬,서울특별시 은평구 불광동 645,37.6129093305885,126.93310434473,address
성동구,금호동4가,180,0,삼산금호,서울특별시 성동구 금호동4가 180,37.5474138136569,127.024697434384,address
노원구,공릉동,587,8,하나플러스,서울특별시 노원구 공릉동 587-8,37.6218982401556,127.077601191818,address
강동구,천호동,305,0,중앙하이츠,서울특별시 강동구 천호동 305,37.5474244793634,127.130004003501,address
강서구,방화동,881,0,보람,서울특별시 강서구 방화동 881,37.5746440462561,126.812182016823,address
도봉구,방학동,715,12,방학동삼성래미안2,서울특별시 도봉구 방학동 715-12,37.6648846907662,127.045805061018,address
종로구,창신동,23,816,창신이수,서울특별시 종로구 창신동 23-816,37.5779927812929,127.014696141319,address
강동구,길동,414,5,골드클래스,서울특별시 강동구 길동 414-5,37.5372241275862,127.137989882728,address
관악구,신림동,10,622,성우,서울특별시 관악구 신림동 10-622,37.4836558402702,126.937344252005,address
강동구,상일동,521,0,고덕자이,서울특별시 강동구 상일동 521,37.5523674571083,127.170868716845,address
강동구,고덕동,3,1,고덕풍경채어바니티,서울특별시 강동구 고덕동 3-1,37.56355207433742,127.16873139699652,keyword
강동구,천호동,22,6,고려아파트(A동),서울특별시 강동구 천호동 22-6,37.5503168918467,127.141047644472,address
영등포구,양평동4가,94,0,삼호한숲,서울특별시 영등포구 양평동4가 94,37.5368708718605,126.893750376088,address
강동구,길동,413,11,경지Arium,서울특별시 강동구 길동 413-11,37.536447535073,127.138084737748,address
구로구,고척동,324,0,신원프라자,서울특별시 구로구 고척동 324,37.4992748627833,126.863618661802,address
강서구,공항동,14,10,스카이,서울특별시 강서구 공항동 14-10,37.5626148867809,126.813785024509,address
동대문구,답십리동,1000,0,래미안엘파인아파트,서울특별시 동대문구 답십리동 1000,37.5758810898601,127.06530754342,address
강서구,마곡동,743,0,마곡엠밸리6단지,서울특별시 강서구 마곡동 743,37.565321846623,126.820481062137,address
영등포구,대림동,607,1,코오롱,서울특별시 영등포구 대림동 607-1,37.5069644904387,126.894913824416,address
은평구,진관동,101,0,박석고개1단지힐스테이트(101~111동)BL2-12,서울특별시 은평구 진관동 101,37.6318935180295,126.920109717787,address
동대문구,장안동,309,7,브이티스타일,서울특별시 동대문구 장안동 309-7,37.5739075006676,127.072495685231,address
중랑구,중화동,314,1,태능에셈빌,서울특별시 중랑구 중화동 314-1,37.5992798892602,127.077484271471,address
동대문구,장안동,383,10,태솔에버빌2차,서울특별시 동대문구 장안동 383-10,37.570386524071,127.069309655384,address
중랑구,묵동,58,1,풀내음(A동),서울특별시 중랑구 묵동 58-1,37.6158761106069,127.080585011903,address
은평구,진관동,140,0,폭포동4단지힐스테이트(408~422동)BL3-9,서울특별시 은평구 진관동 140,37.6297936071878,126.932075644383,address
송파구,장지동,843,0,송파파인타운9단지,서울특별시 송파구 장지동 843,37.4781865623828,127.128795455004,address
관악구,봉천동,1690,159,낙성대늘푸른2차,서울특별시 관악구 봉천동 1690-159,37.4760078486443,126.967083016094,address
광진구,자양동,779,8,구의현대홈시티,서울특별시 광진구 자양동 779-8,37.5375232159153,127.083069490545,address
서대문구,홍제동,457,0,남양,서울특별시 서대문구 홍제동 457,37.5887847328743,126.93816134376,address
관악구,신림동,86,3,청암두산위브센티움,서울특별시 관악구 신림동 86-3,37.4826033513701,126.930385514755,address
동작구,상도1동,317,1,숭실그랜드,서울특별시 동작구 상도1동 317-1,37.5015130559673,126.953018345045,address
중랑구,면목동,1522,0,두산4,서울특별시 중랑구 면목동 1522,37.57887341637,127.082261360697,address
동작구,상도동,533,0,힐스테이트 상도 프레스티지,서울특별시 동작구 상도동 533,37.4965353794851,126.948946354609,address
구로구,신도림동,643,0,동아1,서울특별시 구로구 신도림동 643,37.5110419107731,126.882952214932,address
강남구,개포동,660,1,디에이치 퍼스티어 아이파크,서울특별시 강남구 개포동 660-1,37.4831443018083,127.058871288366,address
서초구,방배동,946,8,디에이치 방배,서울특별시 서초구 방배동 946-8,37.484849174599,126.987829717918,address
동대문구,제기동,1158,17,동성네스트빌(1158-17),서울특별시 동대문구 제기동 1158-17,37.5800342227424,127.033096768343,address
광진구,광장동,566,0,청구,서울특별시 광진구 광장동 566,37.542465879397,127.096292344384,address
관악구,봉천동,1690,162,관악캐스빌,서울특별시 관악구 봉천동 1690-162,37.4763798666656,126.966729559132,address
서초구,방배동,957,7,방배대성유니드아파트,서울특별시 서초구 방배동 957-7,37.4830028051683,126.986780331255,address
영등포구,대림동,1125,0,보라매 신동아 파밀리에,서울특별시 영등포구 대림동 1125,37.4931121046496,126.905292985551,address
성북구,삼선동2가,420,0,삼선현대힐스테이트,서울특별시 성북구 삼선동2가 420,37.5821301093423,127.01348658649,address
서초구,방배동,836,1,방배씨티(보성),서울특별시 서초구 방배동 836-1,37.4905493309105,126.991073151709,address
강서구,방화동,875,0,방화동동부센트레빌(875번지),서울특별시 강서구 방화동 875,37.574703238848,126.814976041476,address
서대문구,북아현동,1006,0,북아현경남,서울특별시 서대문구 북아현동 1006,37.5609481554157,126.956330208466,address
은평구,역촌동,17,17,위산엘리시움,서울특별시 은평구 역촌동 17-17,37.6056337574827,126.922097476983,address
강동구,천호동,170,2,천호네스빌,서울특별시 강동구 천호동 170-2,37.538710871835,127.133597955048,address
양천구,목동,408,20,진도1103동,서울특별시 양천구 목동 408-20,37.524940853193,126.868870943222,address
중랑구,묵동,386,0,금호어울림,서울특별시 중랑구 묵동 386,37.6127259039377,127.080041928241,address
마포구,염리동,161,1,중앙하이츠,서울특별시 마포구 염리동 161-1,37.5451158825279,126.945240030297,address
도봉구,방학동,718,7,이에스에이아파트1,서울특별시 도봉구 방학동 718-7,37.6686272019433,127.045525245345,address
성동구,금호동2가,1215,0,금호자이1차,서울특별시 성동구 금호동2가 1215,37.5528380925618,127.022451000726,address
송파구,잠실동,331,0,현대,서울특별시 송파구 잠실동 331,37.5039831432406,127.085312322451,address
영등포구,대림동,608,1,현대3차,서울특별시 영등포구 대림동 608-1,37.5055326031402,126.895613306369,address
노원구,중계동,577,0,현대1(4차),서울특별시 노원구 중계동 577,37.648720301434,127.085048371542,address
강동구,암사동,442,1,한강현대,서울특별시 강동구 암사동 442-1,37.5552096720912,127.131924490362,address
광진구,자양동,498,2,한강로얄,서울특별시 광진구 자양동 498-2,37.5327127713092,127.070611061586,address
영등포구,당산동3가,559,0,쌍용예가클래식,서울특별시 영등포구 당산동3가 559,37.5275605475617,126.893636083906,address
강동구,길동,382,6,우성,서울특별시 강동구 길동 382-6,37.5388644479859,127.137328159751,address
송파구,오금동,43,0,현대(2-4차),서울특별시 송파구 오금동 43,37.5065467006229,127.126832688734,address
광진구,구의동,680,0,e편한세상광진그랜드파크,서울특별시 광진구 구의동 680,37.5441837427939,127.080896132131,address
은평구,응암동,93,8,경원파발리안,서울특별시 은평구 응암동 93-8,37.6008055786079,126.927253324221,address
동작구,신대방동,708,0,해태보라매타워,서울특별시 동작구 신대방동 708,37.4912495126761,126.924797396926,address
관악구,봉천동,729,32,해태보라매타워,서울특별시 관악구 봉천동 729-32,37.4911677124317,126.925098714142,address
용산구,한남동,737,28,현대안성타워,서울특별시 용산구 한남동 737-28,37.5350861954377,126.997907654223,address
중랑구,중화동,274,51,한영(101),서울특별시 중랑구 중화동 274-51,37.6065213238369,127.082152273945,address
동작구,상도동,536,0,상도효성해링턴플레이스,서울특별시 동작구 상도동 536,37.5057513275856,126.942127604277,address
마포구,신정동,30,0,서강GS,서울특별시 마포구 신정동 30,37.5439771831851,126.931098399949,address
종로구,무악동,82,0,현대,서울특별시 종로구 무악동 82,37.5756306329225,126.961060237387,address
관악구,신림동,1700,0,라이프,서울특별시 관악구 신림동 1700,37.4770896764465,126.913175396196,address
동작구,대방동,504,0,한국개나리,서울특별시 동작구 대방동 504,37.5141579169603,126.928536487014,address
강남구,도곡동,551,28,롯데캐슬모닝,서울특별시 강남구 도곡동 551-28,37.490246269916,127.036716441898,address
송파구,신천동,7,18,롯데캐슬골드,서울특별시 송파구 신천동 7-18,37.5144542739603,127.1007349885,address
구로구,오류동,150,42,길훈,서울특별시 구로구 오류동 150-42,37.4905516853489,126.843828483646,address
중구,신당동,366,126,남산정은스카이,서울특별시 중구 신당동 366-126,37.5494498739986,127.007787174305,address
강남구,청담동,15,0,청담2차이-편한세상(204동),서울특별시 강남구 청담동 15,37.5206238754661,127.044958479874,address
성북구,하월곡동,88,64,성북힐스테이트(101동),서울특별시 성북구 하월곡동 88-64,37.6065445649621,127.030381206983,address
서초구,서초동,1451,89,서초중흥S-클래스(도시형생활주택),서울특별시 서초구 서초동 1451-89,37.4815557644342,127.013402121701,address
동대문구,장안동,574,0,금강아미움,서울특별시 동대문구 장안동 574,37.5717796908307,127.067673649867,address
동대문구,용두동,797,0,청량리역해링턴플레이스,서울특별시 동대문구 용두동 797,37.5781377785961,127.042233374122,address
강남구,도곡동,550,1,파크힐,서울특별시 강남구 도곡동 550-1,37.4898417098047,127.037029798911,address
동대문구,장안동,416,1,에스아이팰리스장안센텀,서울특별시 동대문구 장안동 416-1,37.5623318745324,127.063241316176,address
성동구,금호동1가,633,0,벽산,서울특별시 성동구 금호동1가 633,37.5516933617965,127.027222938391,address
송파구,풍납동,219,0,미성,서울특별시 송파구 풍납동 219,37.5341796229641,127.113752721633,address
서초구,방배동,840,10,빌라도르,서울특별시 서초구 방배동 840-10,37.4913999380591,126.995115088547,address
강남구,수서동,747,0,삼성,서울특별시 강남구 수서동 747,37.4848961854277,127.090677682629,address
송파구,가락동,169,13,주성파크빌,서울특별시 송파구 가락동 169-13,37.4971291072967,127.134978232603,address
구로구,고척동,342,0,벽산베스트블루밍,서울특별시 구로구 고척동 342,37.5046993958887,126.859115918366,address
성북구,정릉동,1033,0,우정에쉐르,서울특별시 성북구 정릉동 1033,37.6000207685188,127.010672609588,address
강북구,미아동,224,40,인성,서울특별시 강북구 미아동 224-40,37.6260224922895,127.024132776775,address
구로구,개봉동,483,0,율포그레이스빌,서울특별시 구로구 개봉동 483,37.4948353453655,126.855663405582,address
